Member ID,Gender,Title,Forename,Surname,Nino,Date Of Birth,Joining Date,Date Of Death,Status
922,Male,Mr.,Timothy,Stein,LM992884A,1980-04-11,2019-07-20,,Retired
923,Female,Mrs.,Bonnie,Martinez,WX216716B,1921-10-04,1946-09-16,1954-09-17,Deferred
924,Female,Mrs.,Megan,Ballard,LM913202D,1925-11-06,1985-09-10,,Deferred
925,Male,Mr.,Jonathan,Huang,QR469578A,1965-12-30,2024-11-25,,Active
926,Female,Miss,Angela,Nguyen,YZ309484A,1941-06-15,2014-08-19,,Deferred
927,Female,Mrs.,Allison,Sellers,WX025604A,1973-12-22,2009-02-28,,Deferred
928,Male,Mr.,Zachary,Caldwell,WX627465D,1950-06-12,2018-03-11,2019-10-21,Active
929,Female,Mrs.,Meredith,White,LM035693C,1980-09-24,2014-02-23,,Deferred
930,Male,Mr.,Phillip,Ramos,AB735226C,1996-10-22,2024-01-09,,Active
931,Male,Mr.,Garrett,Moore,AB447906C,1960-06-19,2022-12-08,,Active
932,Male,Mr.,David,Mendoza,JK375109D,1915-05-11,1934-08-06,,Deferred
933,Female,Ms.,Samantha,Alvarez,AB608733A,1987-03-13,2011-12-18,,Active
934,Male,Mr.,Christopher,Wright,LM880775C,1977-10-10,2009-10-31,,Active
935,Female,Mrs.,Alyssa,Johnson,QR265754C,1920-10-24,1989-01-30,,Retired
936,Female,Mrs.,Jennifer,Foster,JK829844A,1954-01-10,1974-08-30,,Deferred
937,Male,Dr.,Aaron,Chandler,CD418134B,1972-04-02,2017-08-28,,Deferred
938,Male,Mr.,James,Shea,EF405297C,1987-07-31,2017-02-15,,Active
939,Female,Dr.,Carla,Smith,LM478330A,1925-11-15,1964-05-05,1973-04-24,Deferred
940,Male,Mr.,Gary,Fisher,ST231516A,1928-03-03,1974-11-24,,Retired
941,Female,Dr.,Sara,Waters,JK357914D,1995-07-04,2015-11-22,2016-01-15,Retired
942,Male,Dr.,Kenneth,Tyler,LM722003A,1927-08-23,2001-03-11,,Active
943,Female,Mrs.,Kristy,Stone,QR282467B,1929-11-02,1984-07-05,,Retired
944,Male,Dr.,Joshua,Miller,QR006774A,1977-07-16,1997-12-11,,Retired
945,Male,Dr.,Matthew,Young,AB920378C,1968-03-17,2021-05-22,,Deferred
946,Male,Mr.,James,Rowe,WX222153D,1954-04-10,2020-09-03,,Retired
947,Male,Mr.,David,Short,YZ988473A,1984-04-24,2024-05-27,,Active
948,Female,Mrs.,Regina,Goodman,CD124193D,1955-09-04,2015-01-23,,Deferred
949,Female,Ms.,Tracy,Rodriguez,ST874563B,1949-12-13,1976-06-30,,Active
950,Male,Mr.,David,Mays,CD157965D,1921-04-20,1941-01-10,,Active
951,Male,Mr.,Alan,Ramos,JK139897A,1931-05-09,1954-05-19,,Retired
952,Male,Dr.,Ethan,Ochoa,GH350937A,2005-05-09,2024-04-12,2024-04-15,Deferred
953,Male,Mr.,Michael,May,WX572792D,1925-05-12,1978-04-29,,Deferred
954,Female,Miss,Megan,Williams,AB297751D,1971-09-13,2002-01-08,,Deferred
955,Female,Mrs.,Barbara,Rose,QR451080D,1967-06-05,2024-05-28,,Deferred
956,Female,Ms.,Brittany,Clark,JK795363C,1964-11-04,1991-06-12,2004-11-26,Retired
957,Male,Dr.,Joseph,Steele,WX823891A,1957-06-07,2019-06-23,,Active
958,Male,Mr.,James,Woods,GH505258A,1951-10-19,2017-04-05,2023-01-11,Deferred
959,Female,Mrs.,Molly,Roberts,YZ807018B,1943-10-19,2012-12-02,,Retired
960,Female,Mrs.,Shannon,Russell,NP879361D,1991-10-15,2015-12-06,,Active
961,Male,Dr.,Andrew,Vaughn,JK911274C,1940-04-24,2014-08-26,2021-05-30,Deferred
962,Male,Mr.,Adam,Mejia,JK639766D,1957-03-09,2005-01-12,2009-12-24,Active
963,Male,Mr.,Scott,Potter,EF162377B,1937-12-01,1964-10-12,,Retired
964,Female,Ms.,Anita,Jordan,LM896493A,1979-04-20,1999-12-31,,Active
965,Male,Mr.,Calvin,Harris,NP632600C,1918-02-01,1950-01-23,,Inactive
966,Male,Dr.,Kenneth,Stevens,YZ787936B,1964-02-18,2003-04-20,,Retired
967,Female,Mrs.,Jessica,Johnson,JK829334A,2001-10-21,2024-03-11,,Deferred
968,Female,Dr.,Heather,Scott,QR706258A,2005-03-10,2024-08-10,,Retired
969,Male,Mr.,Benjamin,Cochran,AB524851A,1940-02-15,2008-06-04,,Retired
970,Female,Miss,Ashley,Lang,YZ047338C,1997-09-19,2024-10-20,,Retired
971,Female,Dr.,Jasmine,Bartlett,GH391029A,1983-02-23,2021-03-06,,Deferred
972,Male,Mr.,Anthony,Hodges,QR196670D,1982-09-29,2002-11-13,,Deferred
973,Female,Mrs.,Christina,Nguyen,NP650779C,1932-08-31,1964-09-07,,Active
974,Male,Dr.,Gary,Armstrong,GH802711A,1988-02-08,2013-11-10,,Retired
975,Male,Mr.,Joshua,Becker,AB641766B,2000-10-16,2022-08-23,,Retired
976,Female,Dr.,Amy,Morales,GH307458B,1931-06-27,1992-02-23,,Active
977,Female,Dr.,Heather,Nguyen,NP015400C,1966-02-16,1994-04-23,,Retired
978,Female,Dr.,Shelby,Davis,AB226510B,1964-05-11,2007-09-05,,Active
979,Male,Mr.,Herbert,Orr,CD522334A,1922-10-05,1958-12-04,,Retired
980,Female,Mrs.,Tina,Vance,QR362101A,1928-01-09,1997-08-13,,Deferred
981,Male,Dr.,Robert,Carlson,NP530390B,1923-11-24,1951-05-04,,Active
982,Male,Mr.,Daniel,Norton,EF355654B,1922-10-14,1962-06-22,,Retired
983,Male,Dr.,Chris,Lopez,GH585597C,1983-11-15,2015-02-05,,Retired
984,Female,Miss,Margaret,Lawson,QR834558C,1916-09-02,1964-05-22,,Deferred
985,Female,Dr.,Amanda,Miller,WX394255B,1923-01-22,1941-10-08,,Active
986,Male,Dr.,George,Sanchez,EF154405D,1983-04-03,2017-05-13,,Retired
987,Female,Ms.,Sonya,Henry,QR876287C,1971-01-25,2011-07-27,,Deferred
988,Male,Dr.,Tyler,Ritter,QR487394C,1917-07-31,1946-12-02,,Deferred
989,Female,Mrs.,Andrea,Fowler,CD905765B,1950-11-03,1993-07-05,,Active
990,Male,Mr.,Michael,Johnson,QR712888A,1917-03-23,1984-06-24,,Retired
991,Male,Dr.,Christopher,Golden,GH209632A,1944-11-09,2006-07-20,,Active
992,Female,Ms.,Anna,Murray,CD007050A,1979-07-18,2010-12-23,,Retired
993,Female,Dr.,Claire,Wolf,WX970248B,1977-02-05,1995-05-22,,Active
994,Male,Dr.,Jason,Roberts,EF690472B,1925-08-19,1988-08-01,1992-07-01,Active
995,Female,Miss,Taylor,Atkins,AB134952D,1989-10-30,2019-11-15,,Active
996,Male,Mr.,John,Kennedy,ST574249C,2004-11-04,2024-08-30,,Deferred
997,Female,Mrs.,Jamie,Baker,EF701667C,1954-06-04,2012-12-19,,Deferred
998,Male,Mr.,Gabriel,Meyers,QR677672D,1975-04-13,2003-01-21,2015-01-19,Retired
999,Male,Dr.,John,Anthony,WX476951A,1992-06-01,2015-07-22,,Deferred
1000,Male,Mr.,Fernando,Clark,QR210058C,1969-10-30,2013-06-06,,Deferred
